#chr	pos	coverage
AY184220	77	1
AY184220	78	31
AY184220	79	32
AY184220	80	44
AY184220	81	52
AY184220	82	59
AY184220	83	736
AY184220	84	764
AY184220	85	799
AY184220	86	828
AY184220	87	828
AY184220	88	908
AY184220	89	916
AY184220	90	940
AY184220	91	994
AY184220	92	994
AY184220	93	1086
AY184220	94	1146
AY184220	95	4664
AY184220	96	4972
AY184220	97	5069
AY184220	98	5283
AY184220	99	5357
AY184220	100	5357
AY184220	101	5411
AY184220	102	5495
AY184220	103	5510
AY184220	104	6150
AY184220	105	6185
AY184220	106	6203
AY184220	107	6250
AY184220	108	6263
AY184220	109	6299
AY184220	110	6351
AY184220	111	6355
AY184220	112	6488
AY184220	113	6576
AY184220	114	6600
AY184220	115	6627
AY184220	116	6632
AY184220	117	6774
AY184220	118	6791
AY184220	119	6974
AY184220	120	7142
AY184220	121	7155
AY184220	122	7242
AY184220	123	7276
AY184220	124	8681
AY184220	125	8737
AY184220	126	8795
AY184220	127	9806
AY184220	128	9821
AY184220	129	10523
AY184220	130	10551
AY184220	131	10594
AY184220	132	10685
AY184220	133	10780
AY184220	134	10941
AY184220	135	10960
AY184220	136	11084
AY184220	137	11442
AY184220	138	12136
AY184220	139	13096
AY184220	140	13231
AY184220	141	13245
AY184220	142	13753
AY184220	143	13781
AY184220	144	14948
AY184220	145	15075
AY184220	146	15485
AY184220	147	15518
AY184220	148	15504
AY184220	149	15842
AY184220	150	15933
AY184220	151	15954
AY184220	152	16115
AY184220	153	16158
AY184220	154	16543
AY184220	155	16765
AY184220	156	16755
AY184220	157	16803
AY184220	158	16782
AY184220	159	16875
AY184220	160	17081
AY184220	161	17114
AY184220	162	17165
AY184220	163	17212
AY184220	164	17239
AY184220	165	17458
AY184220	166	17555
AY184220	167	17571
AY184220	168	18068
AY184220	169	18103
AY184220	170	18283
AY184220	171	18519
AY184220	172	18532
AY184220	173	18684
AY184220	174	18773
AY184220	175	18902
AY184220	176	18982
AY184220	177	19070
AY184220	178	19203
AY184220	179	19225
AY184220	180	19296
AY184220	181	19309
AY184220	182	19475
AY184220	183	19507
AY184220	184	19546
AY184220	185	20172
AY184220	186	20294
AY184220	187	20418
AY184220	188	20795
AY184220	189	23409
AY184220	190	24388
AY184220	191	24412
AY184220	192	24430
AY184220	193	24446
AY184220	194	24495
AY184220	195	24623
AY184220	196	24685
AY184220	197	24885
AY184220	198	24760
AY184220	199	24967
AY184220	200	24997
AY184220	201	25005
AY184220	202	25037
AY184220	203	25066
AY184220	204	25138
AY184220	205	25159
AY184220	206	25227
AY184220	207	25315
AY184220	208	26184
AY184220	209	26210
AY184220	210	26220
AY184220	211	26267
AY184220	212	26377
AY184220	213	26429
AY184220	214	26436
AY184220	215	26486
AY184220	216	26537
AY184220	217	26587
AY184220	218	26675
AY184220	219	26698
AY184220	220	26707
