#chr	pos	coverage
NC_001489	293	4606
NC_001489	294	4622
NC_001489	295	4631
NC_001489	296	4631
NC_001489	297	4595
NC_001489	298	4628
NC_001489	299	4629
NC_001489	300	4646
NC_001489	301	4641
NC_001489	302	4615
NC_001489	303	4626
NC_001489	304	4642
NC_001489	305	4648
NC_001489	306	4645
NC_001489	307	4653
NC_001489	308	4647
NC_001489	309	4625
NC_001489	310	4630
NC_001489	311	4586
NC_001489	312	4627
NC_001489	313	4633
NC_001489	314	4660
NC_001489	315	4664
NC_001489	316	4665
NC_001489	317	4667
NC_001489	318	4391
NC_001489	319	4660
NC_001489	320	4658
NC_001489	321	4653
NC_001489	322	4625
NC_001489	323	4647
NC_001489	324	4666
NC_001489	325	4670
NC_001489	326	4661
NC_001489	327	4650
NC_001489	328	4670
NC_001489	329	4673
NC_001489	330	4676
NC_001489	331	4662
NC_001489	332	4686
NC_001489	333	4683
NC_001489	334	4657
NC_001489	335	4684
NC_001489	336	4611
NC_001489	337	4684
NC_001489	338	4680
NC_001489	339	4682
NC_001489	340	4684
NC_001489	341	4681
NC_001489	342	4687
NC_001489	343	4695
NC_001489	344	4698
NC_001489	345	4696
NC_001489	346	4705
NC_001489	347	4708
NC_001489	348	4700
NC_001489	349	4719
NC_001489	350	4717
NC_001489	351	4712
NC_001489	352	4721
NC_001489	353	4721
NC_001489	354	4725
NC_001489	355	4715
NC_001489	356	4727
NC_001489	357	4689
NC_001489	358	4675
NC_001489	359	4736
NC_001489	360	4727
NC_001489	361	4739
NC_001489	362	4724
NC_001489	363	4642
NC_001489	364	4722
NC_001489	365	4743
NC_001489	366	4703
NC_001489	367	4733
NC_001489	368	4739
NC_001489	369	4729
NC_001489	370	4701
NC_001489	371	4723
NC_001489	372	4694
NC_001489	373	4739
NC_001489	374	4722
NC_001489	375	4730
NC_001489	376	4717
NC_001489	377	4750
NC_001489	378	4752
NC_001489	379	4736
NC_001489	380	4748
NC_001489	381	4725
NC_001489	382	4747
NC_001489	383	4752
NC_001489	384	4754
NC_001489	385	4733
NC_001489	386	4744
NC_001489	387	4749
NC_001489	388	4751
NC_001489	389	4729
NC_001489	390	4739
NC_001489	391	4696
NC_001489	392	4745
NC_001489	393	4742
NC_001489	394	4735
